"title","description","link","image_link","additional_image_link","availability_date","price","sale_price","brand","color","size","custom_label_0","custom_label_1","shipping_weight","shipping_length","shipping_width","shipping_height","product_availability","Quantity","UPC","SKU","Product Category"
"1978 Alina Swimsuit Pink","1 Piece. High waisted bottom swimsuit with lace up backless detail and midsection cutout. Hand-wash Only. 82% Nylon 18% Spandex. Poly bag packaging. Padded.","https://bewicked.com/1978-alina-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16605_source_1596749132.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7340/images/15983/1978_pink_back_web-599214__22130.1596329122.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7340/images/16003/1978_pink_side_web-448225__71517.1596329122.1280.1280.jpg?c=1","","16.50 USD","16.50USD","BeWicked","Pink","XL","","","0.25 lb","1.0000 in","7 in","10 in","available","0","637488503657","1978-XL-PINK","Swimwear"
"1912 Keep A Secret Thigh Highs Black","Sheer lace top stockings with back seam. 100% NYLON. Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1912-keep-a-secret-thigh-highs-black/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16535_source_1596749202.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7341/images/16375/1912_BK_front_web-859036__94095.1596329129.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7341/images/16395/1912_BK_side_web-773552__77486.1596329129.1280.1280.jpg?c=1","","3.00 USD","3.00USD","BeWicked","Black","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","2720","797079102314","1912-BLACK-O/S","Hosiery"
"1912 Keep A Secret Thigh Highs Black","Sheer lace top stockings with back seam. 100% NYLON. Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1912-keep-a-secret-thigh-highs-black/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16551_source_1596749202.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7341/images/16375/1912_BK_front_web-859036__94095.1596329129.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7341/images/16395/1912_BK_side_web-773552__77486.1596329129.1280.1280.jpg?c=1","","3.25 USD","3.25USD","BeWicked","Black","Queen","","","0.15 lb","1.0000 in","7 in","10 in","available","1125","797079102291","1912-BLACK-Q","Hosiery"
"1973 Kennedy Swimsuit Red/White/Blue","1 Piece. One shoulder, bold cutout detail swimsuit with a cheeky cut bottom. Machine wash / Do not bleach / warm iron. 78% polyamide 22% Elastane / Lining: 90% Polyamide 10% Elastane. Polybag packaging.","https://bewicked.com/1973-kennedy-swimsuit-red-white-blue/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16541_source_1596750017.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17557/1973_rwb_side_web-111488__51431.1596329150.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17570/1973_rwb_back_web-784535__94097.1596329150.1280.1280.jpg?c=1","","16.00 USD","16.00USD","BeWicked","Red/White/Blue","XS","","","0.25 lb","1.0000 in","7 in","10 in","available","66","637488502865","1973-XS-RWB","WAREHOUSE SALE > Swimwear Sale"
"1973 Kennedy Swimsuit Red/White/Blue","1 Piece. One shoulder, bold cutout detail swimsuit with a cheeky cut bottom. Machine wash / Do not bleach / warm iron. 78% polyamide 22% Elastane / Lining: 90% Polyamide 10% Elastane. Polybag packaging.","https://bewicked.com/1973-kennedy-swimsuit-red-white-blue/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16562_source_1596750017.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17557/1973_rwb_side_web-111488__51431.1596329150.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17570/1973_rwb_back_web-784535__94097.1596329150.1280.1280.jpg?c=1","","16.00 USD","16.00USD","BeWicked","Red/White/Blue","S","","","0.25 lb","1.0000 in","7 in","10 in","available","86","637488502872","1973-S-RWB","WAREHOUSE SALE > Swimwear Sale"
"1973 Kennedy Swimsuit Red/White/Blue","1 Piece. One shoulder, bold cutout detail swimsuit with a cheeky cut bottom. Machine wash / Do not bleach / warm iron. 78% polyamide 22% Elastane / Lining: 90% Polyamide 10% Elastane. Polybag packaging.","https://bewicked.com/1973-kennedy-swimsuit-red-white-blue/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16571_source_1596750017.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17557/1973_rwb_side_web-111488__51431.1596329150.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17570/1973_rwb_back_web-784535__94097.1596329150.1280.1280.jpg?c=1","","16.00 USD","16.00USD","BeWicked","Red/White/Blue","M","","","0.25 lb","1.0000 in","7 in","10 in","available","84","637488502889","1973-M-RWB","WAREHOUSE SALE > Swimwear Sale"
"1973 Kennedy Swimsuit Red/White/Blue","1 Piece. One shoulder, bold cutout detail swimsuit with a cheeky cut bottom. Machine wash / Do not bleach / warm iron. 78% polyamide 22% Elastane / Lining: 90% Polyamide 10% Elastane. Polybag packaging.","https://bewicked.com/1973-kennedy-swimsuit-red-white-blue/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16585_source_1596750017.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17557/1973_rwb_side_web-111488__51431.1596329150.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17570/1973_rwb_back_web-784535__94097.1596329150.1280.1280.jpg?c=1","","16.00 USD","16.00USD","BeWicked","Red/White/Blue","L","","","0.25 lb","1.0000 in","7 in","10 in","available","90","637488502896","1973-L-RWB","WAREHOUSE SALE > Swimwear Sale"
"1973 Kennedy Swimsuit Red/White/Blue","1 Piece. One shoulder, bold cutout detail swimsuit with a cheeky cut bottom. Machine wash / Do not bleach / warm iron. 78% polyamide 22% Elastane / Lining: 90% Polyamide 10% Elastane. Polybag packaging.","https://bewicked.com/1973-kennedy-swimsuit-red-white-blue/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16598_source_1596750017.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17557/1973_rwb_side_web-111488__51431.1596329150.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7349/images/17570/1973_rwb_back_web-784535__94097.1596329150.1280.1280.jpg?c=1","","16.00 USD","16.00USD","BeWicked","Red/White/Blue","XL","","","0.25 lb","1.0000 in","7 in","10 in","available","53","637488502902","1973-XL-RWB","WAREHOUSE SALE > Swimwear Sale"
"1932 Opaque Nylon Thigh Highs Turquoise","Opaque nylon thigh highs. 100% nylon. Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1932-opaque-nylon-thigh-highs-turquoise/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16549_source_1596750413.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7353/images/15775/1932_TURQ_back_web-372077__74686.1596329119.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7353/images/15796/1932_TURQ_front_web-489710__12172.1596329119.1280.1280.jpg?c=1","","3.00 USD","3.00USD","BeWicked","Turquoise","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","892","637488500236","1932-TURQUO-O/S","Hosiery"
"1931 Nylon Fishnet Thigh Highs Purple","Nylon fishnet thigh highs. 100% nylon. Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1931-nylon-fishnet-thigh-highs-purple/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16548_source_1596750488.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7356/images/16880/1931_PUR_front_web-804551__38952.1596329137.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7356/images/16899/1931_PUR_back_web-711882__89778.1596329138.1280.1280.jpg?c=1","","3.00 USD","3.00USD","BeWicked","Purple","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","671","637488500182","1931-PURPLE-O/S","Hosiery"
"1913 Perfect Nylon Pantyhose Black","Nylon spandex tights. (Thong not included.) 100% SPANDEX Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1913-perfect-nylon-pantyhose-black/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16556_source_1596750560.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7357/images/15946/1913_BLK_front_web-420966__65994.1596329121.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7357/images/15962/1913_BLK_side_web-886587__01340.1596329122.1280.1280.jpg?c=1","","2.75 USD","2.75USD","BeWicked","Black","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","888","797079102345","1913-BLACK-O/S","Hosiery"
"BW1650SW Bou Robe White","Sheer short length robe with marabou feather trim. Includes thong. 100% Polyester Machine wash warm with like colors on delicate cycle. Do not bleach. Do not tumble dry. Do not iron. Do not dry clean. Poly bag packaging. Packaging dimensions (in): 14x14x2.","https://bewicked.com/bw1650sw-bou-robe/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16597_source_1596764661.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7373/images/24076/BW1650S_WH_Side_web__99944.1627409230.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7373/images/24077/BW1650S_WH_Back_web__01382.1627409230.1280.1280.jpg?c=1","","28.00 USD","28.00USD","BeWicked","White","O/S","","","0.75 lb","2 in","14 in","14 in","available","643","659543159562","BW1650SW","Sleepwear > Robes"
"1932 Opaque Nylon Thigh Highs Neon Green","Opaque nylon thigh highs. 100% nylon. Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1932-opaque-nylon-thigh-highs-neon-green/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16610_source_1596767250.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7378/images/15827/1932_NEONG_front_web-907424__70726.1596329119.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7378/images/15844/1932_NEONG_back_web-952718__86145.1596329120.1280.1280.jpg?c=1","","3.00 USD","3.00USD","BeWicked","Neon Green","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","465","637488500281","1932-NEONGR-O/S","Hosiery"
"1987 Driving Me Wild Bodystocking","Leopard print trim with fishnet mid detail bodysuit. Nylon 92% Spandex 8%. Box packaging. Product packaging (in): 10 x 7 x 1.","https://bewicked.com/1987-driving-me-wild-bodystocking/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16607_source_1596767396.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7380/images/16043/1987_back_web-204820__63812.1596329123.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7380/images/16058/1987_side_web-760411__23388.1596329123.1280.1280.jpg?c=1","","9.00 USD","9.00USD","BeWicked","Leopard","O/S","","","0.25 lb","1.0000 in","7 in","10 in","available","919","637488504616","1987-O/S-LEO","Body Stockings"
"1916 Amber Lace Top Fishnet Thigh Highs Black","Fishnet thigh high stockings. 100% NYLON Box packaging. Packaging dimensions (in): 10x7x1.","https://bewicked.com/1916-amber-lace-top-fishnet-thigh-highs-black/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16612_source_1596767686.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7382/images/15808/1916_BLK_front_web-163614__76282.1596329119.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7382/images/15822/1916_BLK_back_web-171751__78638.1596329119.1280.1280.jpg?c=1","","3.75 USD","3.75USD","BeWicked","Black","O/S","","","0.15 lb","1.0000 in","7 in","10 in","available","2633","688977503498","1916-BLACK-O/S","Hosiery"
"1986 Chanity Swimsuit Pink","2 Piece. Two-way Strap top with high waisted bottoms. Hand wash cold separately/ Do not twist or wring/ Line dry. 82% nylon 18% spandex lining:95% polyester 5% spandex. Polybag packaging.","https://bewicked.com/1986-chanity-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16622_source_1596787829.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7388/images/15453/1986_pink_back_web-546463__06277.1596329113.1280.1280.jpg?c=1","","14.50 USD","14.50USD","BeWicked","Pink","XS","","","0.25 lb","1.0000 in","7 in","6 in","available","61","637488504562","1986-XS-PINK","Swimwear"
"1986 Chanity Swimsuit Pink","2 Piece. Two-way Strap top with high waisted bottoms. Hand wash cold separately/ Do not twist or wring/ Line dry. 82% nylon 18% spandex lining:95% polyester 5% spandex. Polybag packaging.","https://bewicked.com/1986-chanity-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16629_source_1596787829.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7388/images/15453/1986_pink_back_web-546463__06277.1596329113.1280.1280.jpg?c=1","","14.50 USD","14.50USD","BeWicked","Pink","S","","","0.25 lb","1.0000 in","7 in","6 in","available","320","637488504579","1986-S-PINK","Swimwear"
"1986 Chanity Swimsuit Pink","2 Piece. Two-way Strap top with high waisted bottoms. Hand wash cold separately/ Do not twist or wring/ Line dry. 82% nylon 18% spandex lining:95% polyester 5% spandex. Polybag packaging.","https://bewicked.com/1986-chanity-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16653_source_1596787829.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7388/images/15453/1986_pink_back_web-546463__06277.1596329113.1280.1280.jpg?c=1","","14.50 USD","14.50USD","BeWicked","Pink","M","","","0.25 lb","1.0000 in","7 in","6 in","available","304","637488504586","1986-M-PINK","Swimwear"
"1986 Chanity Swimsuit Pink","2 Piece. Two-way Strap top with high waisted bottoms. Hand wash cold separately/ Do not twist or wring/ Line dry. 82% nylon 18% spandex lining:95% polyester 5% spandex. Polybag packaging.","https://bewicked.com/1986-chanity-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16668_source_1596787829.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7388/images/15453/1986_pink_back_web-546463__06277.1596329113.1280.1280.jpg?c=1","","14.50 USD","14.50USD","BeWicked","Pink","L","","","0.25 lb","1.0000 in","7 in","6 in","available","381","637488504593","1986-L-PINK","Swimwear"
"1986 Chanity Swimsuit Pink","2 Piece. Two-way Strap top with high waisted bottoms. Hand wash cold separately/ Do not twist or wring/ Line dry. 82% nylon 18% spandex lining:95% polyester 5% spandex. Polybag packaging.","https://bewicked.com/1986-chanity-swimsuit-pink/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16685_source_1596787829.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7388/images/15453/1986_pink_back_web-546463__06277.1596329113.1280.1280.jpg?c=1","","14.50 USD","14.50USD","BeWicked","Pink","XL","","","0.25 lb","1.0000 in","7 in","6 in","available","297","637488504609","1986-XL-PINK","Swimwear"
"1975 Gianna 2 Piece Swimsuit White","2 Piece. Sporty style Cami crop top and a cheeky thong bottom swimsuit. Hand-wash cold / Do not bleach / Line dry / Do not iron / do not dry clean. 82% Nylon 18% Spandex. Polybag packaging.","https://bewicked.com/1975-gianna-2-piece-swimsuit-white/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16625_source_1596789288.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15719/1975_white_back2_web-556969__24873.1596329117.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15732/1975_white_side_web-628805__08464.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15754/1975_white_front2_web__19385.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15770/1975_white_front3_web__91761.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15786/1975_white_back_web__20455.1596329119.1280.1280.jpg?c=1","","12.95 USD","12.95USD","BeWicked","White","XS","","","0.25 lb","1.0000 in","7 in","6 in","available","0","637488503015","1975-XS-WHITE","WAREHOUSE SALE > Swimwear Sale"
"1975 Gianna 2 Piece Swimsuit White","2 Piece. Sporty style Cami crop top and a cheeky thong bottom swimsuit. Hand-wash cold / Do not bleach / Line dry / Do not iron / do not dry clean. 82% Nylon 18% Spandex. Polybag packaging.","https://bewicked.com/1975-gianna-2-piece-swimsuit-white/","https://cdn11.bigcommerce.com/s-e3nbsd643i/product_images/attribute_rule_images/16637_source_1596789289.png","https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15719/1975_white_back2_web-556969__24873.1596329117.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15732/1975_white_side_web-628805__08464.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15754/1975_white_front2_web__19385.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15770/1975_white_front3_web__91761.1596329118.1280.1280.jpg?c=1,https://cdn11.bigcommerce.com/s-e3nbsd643i/products/7390/images/15786/1975_white_back_web__20455.1596329119.1280.1280.jpg?c=1","","12.95 USD","12.95USD","BeWicked","White","S","","","0.25 lb","1.0000 in","7 in","6 in","available","243","637488503022","1975-S-WHITE","WAREHOUSE SALE > Swimwear Sale"
